*Компания*;*Телефон компаний*;*Сайт компаний*;*Данные из регистра*
*ATK-Palvelu Kohvakka Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   14.09.1988  |Verohallinnon perustiedot   Rekisterissä   29.03.1988  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*ATK-Palvelut M.Punkari Oy *;*0451242377*;*-*;*{Kaupparekisteri   Rekisterissä   18.12.2006  |Verohallinnon perustiedot   Rekisterissä   30.11.2006  |Ennakkoperintärekisteri   Rekisterissä   01.10.2013  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2013  |}*
*Atomic Shapes Oy *;*0504441177*;*atomicshapes.fi*;*{Kaupparekisteri   Rekisterissä   03.11.2015  |Verohallinnon perustiedot   Rekisterissä   04.11.2015  |Ennakkoperintärekisteri   Rekisterissä   21.09.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   21.09.2016  |}*
*Atstek Oy *;*0453256605*;*www.atstek.fi*;*{Kaupparekisteri   Rekisterissä   01.01.2012  |Verohallinnon perustiedot   Rekisterissä   02.01.2012  |Ennakkoperintärekisteri   Rekisterissä   01.01.2012  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2012  |Työnantajarekisteri   Rekisterissä   01.01.2012  |}*
*Attocon Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.11.2000  |Verohallinnon perustiedot   Rekisterissä   02.03.2001  |Ennakkoperintärekisteri   Rekisterissä   05.02.2002  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   05.02.2002  |}*
*Audiokymi Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   23.03.1988  |Verohallinnon perustiedot   Rekisterissä   23.12.1987  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.03.1988  |}*
*Aura Import Oy Ab Ltd *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   01.11.1946  |Verohallinnon perustiedot   Rekisterissä   16.06.1978  |Ennakkoperintärekisteri   Rekisterissä   13.11.2014  |}*
*Asunto Oy Putolan Aurinkokuningas, Halikko *;*050 4400916*;*-*;*{Kaupparekisteri   Rekisterissä   07.05.2004  |Verohallinnon perustiedot   Rekisterissä   14.05.2004  |}*
*Aurinkopankki Oy *;*0413191535*;*-*;*{Kaupparekisteri   Rekisterissä   02.11.2018  |Verohallinnon perustiedot   Rekisterissä   06.11.2018  |Ennakkoperintärekisteri   Rekisterissä   19.10.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   19.10.2018  |Työnantajarekisteri   Rekisterissä   19.10.2018  |}*
*Autelco Oy *;*+358505571527*;*-*;*{Kaupparekisteri   Rekisterissä   27.09.1995  |Verohallinnon perustiedot   Rekisterissä   10.10.1995  |Ennakkoperintärekisteri   Rekisterissä   13.10.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.1995  |}*
*Automaatio Turkki Oy *;*0400 682 924*;*www.turkkioy.com*;*{Kaupparekisteri   Rekisterissä   11.07.1990  |Verohallinnon perustiedot   Rekisterissä   11.06.1990  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Automaatio-Timo Oy *;*+358400493664*;*-*;*{Kaupparekisteri   Rekisterissä   12.03.2018  |Verohallinnon perustiedot   Rekisterissä   12.03.2018  |Ennakkoperintärekisteri   Rekisterissä   02.03.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   02.03.2018  |}*
*Automatix *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   08.05.2007  |Arvonlisäverovelvollisuus   Alkutuottajana ja/tai kuvataiteilijana arvonlisäverovelvollinen   01.10.2008  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   15.07.2014  |}*
*Autoplan Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   30.01.2019  |Verohallinnon perustiedot   Rekisterissä   30.01.2019  |Ennakkoperintärekisteri   Rekisterissä   23.01.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   23.01.2019  |Työnantajarekisteri   Rekisterissä   23.01.2019  |}*
*JJL-Autosähköekspertti Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   27.09.1989  |Verohallinnon perustiedot   Rekisterissä   26.04.1989  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.04.1989  |}*
*AV RakennusCompany Oy Ltd *;*+358407502102*;*-*;*{Kaupparekisteri   Rekisterissä   21.11.2012  |Verohallinnon perustiedot   Rekisterissä   28.11.2012  |}*
*AVEKA Oy *;*0405036992*;*www.aveka.fi*;*{Kaupparekisteri   Rekisterissä   31.07.1996  |Verohallinnon perustiedot   Rekisterissä   22.03.1996  |Ennakkoperintärekisteri   Rekisterissä   13.03.1996  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.02.1996  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   05.01.2005  |}*
*A/V Telilä *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   03.07.2019  |Verohallinnon perustiedot   Rekisterissä   02.07.2019  |Ennakkoperintärekisteri   Rekisterissä   01.07.2019  |}*
*AWI Electron Oy *;*+358400905680*;*-*;*{Kaupparekisteri   Rekisterissä   29.01.2010  |Verohallinnon perustiedot   Rekisterissä   01.02.2010  |Ennakkoperintärekisteri   Rekisterissä   22.01.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.01.2010  |}*
*Oy Axiom-Int Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   27.05.1992  |Verohallinnon perustiedot   Rekisterissä   01.04.1992  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*B-Way Finland Oy *;*0505425524*;*-*;*{Kaupparekisteri   Rekisterissä   14.08.1991  |Verohallinnon perustiedot   Rekisterissä   28.10.1991  |Ennakkoperintärekisteri   Rekisterissä   10.10.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   10.10.2016  |}*
*Bal-Red Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   28.09.1994  |Verohallinnon perustiedot   Rekisterissä   05.07.1994  |Ennakkoperintärekisteri   Rekisterissä   15.02.2004  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.02.2004  |}*
*Oy Baltrack Ltd *;*+7 921 953 49 41*;*www.suominen.ru*;*{Kaupparekisteri   Rekisterissä   12.01.2010  |Verohallinnon perustiedot   Rekisterissä   21.01.2010  |}*
*Battery Care Innovations Finland Oy *;*0503072433*;*-*;*{Kaupparekisteri   Rekisterissä   20.12.2016  |Verohallinnon perustiedot   Rekisterissä   19.01.2017  |Ennakkoperintärekisteri   Rekisterissä   01.12.2016  |}*
*Baytems Holdings Oy *;*-*;*www.baytems.com*;*{Kaupparekisteri   Rekisterissä   27.09.2012  |Verohallinnon perustiedot   Rekisterissä   01.10.2012  |Ennakkoperintärekisteri   Rekisterissä   01.10.2012  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2012  |}*
*Beagard Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   28.01.2013  |Verohallinnon perustiedot   Rekisterissä   30.01.2013  |}*
*Becorel Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   23.05.1990  |Verohallinnon perustiedot   Rekisterissä   15.06.1990  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   26.05.1992  |}*
*Belino Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.12.1994  |Verohallinnon perustiedot   Rekisterissä   19.01.1995  |Ennakkoperintärekisteri   Rekisterissä   23.05.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2000  |}*
*Oy Berico Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   06.03.2009  |Verohallinnon perustiedot   Rekisterissä   10.03.2009  |}*
*BestFix Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.04.2019  |Verohallinnon perustiedot   Rekisterissä   16.04.2019  |}*
*Betaram Oy *;*0505271306*;*www.betaram.fi*;*{Kaupparekisteri   Rekisterissä   03.10.2016  |Verohallinnon perustiedot   Rekisterissä   18.10.2016  |Ennakkoperintärekisteri   Rekisterissä   26.09.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   26.09.2016  |Työnantajarekisteri   Rekisterissä   01.07.2019  |}*
*Betteca Oy *;*0400839893*;*-*;*{Kaupparekisteri   Rekisterissä   08.12.1993  |Verohallinnon perustiedot   Rekisterissä   05.11.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*BHC Agency Oy *;*040 7676307*;*-*;*{Kaupparekisteri   Rekisterissä   04.04.2016  |Verohallinnon perustiedot   Rekisterissä   05.04.2016  |Ennakkoperintärekisteri   Rekisterissä   01.04.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2016  |Työnantajarekisteri   Rekisterissä   01.04.2016  |}*
*bianca trade oy *;*0415032752*;*-*;*{Kaupparekisteri   Rekisterissä   10.03.2009  |Verohallinnon perustiedot   Rekisterissä   18.02.2009  |}*
*Bitonet Oy *;*-*;*www.bitonet.com*;*{Kaupparekisteri   Rekisterissä   10.03.1999  |Verohallinnon perustiedot   Rekisterissä   12.03.1999  |Ennakkoperintärekisteri   Rekisterissä   18.12.2001  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2001  |Työnantajarekisteri   Rekisterissä   01.08.2015  |}*
*Oy BJ-Tec Ab *;*050-3519477*;*-*;*{Kaupparekisteri   Rekisterissä   23.09.2014  |Verohallinnon perustiedot   Rekisterissä   02.10.2014  |Ennakkoperintärekisteri   Rekisterissä   18.09.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   18.09.2014  |}*
*Asianajotoimisto Blackbird Oy *;*0503599823*;*www.blackbirdlaw.fi*;*{Kaupparekisteri   Rekisterissä   20.09.2017  |Verohallinnon perustiedot   Rekisterissä   25.09.2017  |Ennakkoperintärekisteri   Rekisterissä   31.08.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   31.08.2017  |Työnantajarekisteri   Rekisterissä   31.08.2017  |}*
*Blizzard Fashions International Oy *;*-*;*www.blizzardfashion.com*;*{Kaupparekisteri   Rekisterissä   31.05.2019  |Verohallinnon perustiedot   Rekisterissä   03.06.2019  |Ennakkoperintärekisteri   Rekisterissä   01.08.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.04.2019  |}*
*Blomberg Jorma Juhani *;*0400777099*;*-*;*{Verohallinnon perustiedot   Rekisterissä   02.03.2016  |Ennakkoperintärekisteri   Rekisterissä   18.02.2016  |Arvonlisäverovelvollisuus   Alkutuottajana arvonlisäverovelvollinen   01.01.2016  |}*
*bm International Oy *;*0408469369*;*-*;*{Kaupparekisteri   Rekisterissä   21.05.1997  |Verohallinnon perustiedot   Rekisterissä   27.01.1997  |Ennakkoperintärekisteri   Rekisterissä   07.07.1997  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.1997  |Työnantajarekisteri   Rekisterissä   01.01.2007  |}*
*BMPI Finland OY *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   03.04.2014  |Verohallinnon perustiedot   Rekisterissä   16.04.2014  |}*
*Boeken Team Oy *;*0503696102*;*-*;*{Kaupparekisteri   Rekisterissä   05.10.1994  |Verohallinnon perustiedot   Rekisterissä   07.11.1994  |Ennakkoperintärekisteri   Rekisterissä   28.01.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.02.2010  |Työnantajarekisteri   Rekisterissä   01.02.2010  |}*
*Bonnabel Oy *;*0443451440*;*-*;*{Kaupparekisteri   Rekisterissä   10.04.2018  |Verohallinnon perustiedot   Rekisterissä   10.04.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2019  |}*
*Botnia Controls Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   05.05.2017  |Verohallinnon perustiedot   Rekisterissä   05.05.2017  |Ennakkoperintärekisteri   Rekisterissä   03.05.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   03.05.2017  |}*
*Oy Botnicon Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   07.11.1990  |Verohallinnon perustiedot   Rekisterissä   30.03.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.1995  |}*
*Boutique Ferer Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.09.2002  |Verohallinnon perustiedot   Rekisterissä   04.09.2002  |Ennakkoperintärekisteri   Rekisterissä   17.11.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2002  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   29.03.2006  |}*
*Box 140 Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   26.11.2018  |Verohallinnon perustiedot   Rekisterissä   27.11.2018  |}*
*Box Consulting Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   26.09.2017  |Verohallinnon perustiedot   Rekisterissä   26.09.2017  |Ennakkoperintärekisteri   Rekisterissä   23.09.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   23.09.2017  |}*
*Brandap Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.01.1995  |Verohallinnon perustiedot   Rekisterissä   01.08.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Branded Shoes Fin Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.02.2001  |Verohallinnon perustiedot   Rekisterissä   20.02.2001  |Ennakkoperintärekisteri   Rekisterissä   19.02.2001  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2001  |Työnantajarekisteri   Rekisterissä   01.02.2001  |}*
*BRAWIN OY *;*-*;*www.brawin.fi*;*{Kaupparekisteri   Rekisterissä   31.12.2009  |Verohallinnon perustiedot   Rekisterissä   07.01.2010  |Ennakkoperintärekisteri   Rekisterissä   28.09.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   27.07.2015  |}*
*Bre-Invest Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.11.1986  |Verohallinnon perustiedot   Rekisterissä   21.04.1987  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2004  |}*
*Erik Ehrnrooth Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.12.1990  |Verohallinnon perustiedot   Rekisterissä   25.01.1991  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Brrobustle Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   14.09.1988  |Verohallinnon perustiedot   Rekisterissä   14.10.1988  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*BT-Mikro Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   07.09.1994  |Verohallinnon perustiedot   Rekisterissä   04.10.1994  |}*
*Buying Service Kirsti Saharla Oy *;*0456791701*;*www.buyingservice.fi*;*{Kaupparekisteri   Rekisterissä   29.04.1987  |Verohallinnon perustiedot   Rekisterissä   10.07.1987  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.07.1987  |}*
*Byggkonsult Rakennuskonsultti Robert Holmberg Ab Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   27.09.1989  |Verohallinnon perustiedot   Rekisterissä   18.10.1989  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2002  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   15.03.1978  |}*
*C.L.Seifert Finland Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   18.10.2010  |Verohallinnon perustiedot   Rekisterissä   19.10.2010  |Ennakkoperintärekisteri   Rekisterissä   01.10.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2010  |Työnantajarekisteri   Rekisterissä   01.10.2010  |}*
*CA Engineering Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   09.03.2015  |Verohallinnon perustiedot   Rekisterissä   11.03.2015  |Ennakkoperintärekisteri   Rekisterissä   09.02.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   21.01.2015  |}*
*Cailox Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   20.06.2007  |Verohallinnon perustiedot   Rekisterissä   20.06.2007  |Ennakkoperintärekisteri   Rekisterissä   15.06.2007  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   12.06.2007  |}*
*Callo Group Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   23.04.2014  |Verohallinnon perustiedot   Rekisterissä   14.05.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.2014  |}*
*Caltest Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.11.1993  |Verohallinnon perustiedot   Rekisterissä   31.10.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.01.1994  |}*
*Cami Company Ltd Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   24.10.1985  |Verohallinnon perustiedot   Rekisterissä   19.12.1985  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Oy Campbell Trading Ab *;*0500-758097*;*-*;*{Kaupparekisteri   Rekisterissä   10.10.1980  |Verohallinnon perustiedot   Rekisterissä   08.03.1981  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   06.08.2008  |}*
*CANDEO EFFECT OY *;*-*;*www.candeoeffect.com*;*{Kaupparekisteri   Rekisterissä   01.04.2015  |Verohallinnon perustiedot   Rekisterissä   27.04.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2015  |}*
*Candyfloss Clothing Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.02.2001  |Verohallinnon perustiedot   Rekisterissä   02.03.2001  |Ennakkoperintärekisteri   Rekisterissä   01.10.2001  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.08.2001  |Työnantajarekisteri   Rekisterissä   01.10.2001  |}*
*Caniko Oy *;*0449713800*;*-*;*{Kaupparekisteri   Rekisterissä   22.01.2019  |Verohallinnon perustiedot   Rekisterissä   22.01.2019  |Ennakkoperintärekisteri   Rekisterissä   01.02.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   21.01.2019  |}*
*Capinova Oy Ab *;*040 900 1510*;*-*;*{Kaupparekisteri   Rekisterissä   04.05.1994  |Verohallinnon perustiedot   Rekisterissä   13.06.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Cappellino Oy *;*0405432448*;*-*;*{Kaupparekisteri   Rekisterissä   07.08.2007  |Verohallinnon perustiedot   Rekisterissä   07.08.2007  |Ennakkoperintärekisteri   Rekisterissä   01.08.2007  |}*
*Caprados Oy *;*040 512 33 51*;*www.caprados.fi*;*{Kaupparekisteri   Rekisterissä   07.04.1993  |Verohallinnon perustiedot   Rekisterissä   21.04.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Car-Sound Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   06.08.1981  |Verohallinnon perustiedot   Rekisterissä   08.09.1981  |}*
*Carelia Drafting Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   28.02.2012  |Verohallinnon perustiedot   Rekisterissä   26.03.2012  |}*
*Casalight Oy *;*0400998447*;*-*;*{Kaupparekisteri   Rekisterissä   28.03.2011  |Verohallinnon perustiedot   Rekisterissä   30.03.2011  |Ennakkoperintärekisteri   Rekisterissä   06.04.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   06.04.2011  |}*
*CCustom Oy *;*0505889863*;*www.ccustom.fi*;*{Kaupparekisteri   Rekisterissä   12.11.2010  |Verohallinnon perustiedot   Rekisterissä   05.11.2010  |Ennakkoperintärekisteri   Rekisterissä   01.11.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   18.10.2010  |Työnantajarekisteri   Rekisterissä   01.11.2010  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   16.01.2019  |}*
*CentroVision Visual Technology oy *;*0505729059*;*-*;*{Kaupparekisteri   Rekisterissä   06.10.2010  |Verohallinnon perustiedot   Rekisterissä   07.10.2010  |}*
*Ceraheat Group Oy *;*-*;*www.ceraheatgroup.com*;*{Kaupparekisteri   Rekisterissä   14.02.2011  |Verohallinnon perustiedot   Rekisterissä   14.02.2011  |}*
*Ceresto Oy *;*044-5255999*;*www.ceresto.com*;*{Kaupparekisteri   Rekisterissä   10.08.2009  |Verohallinnon perustiedot   Rekisterissä   03.08.2009  |Ennakkoperintärekisteri   Rekisterissä   01.08.2009  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2009  |}*
